#separator:tab
#html:false
#notetype:N3 Vocab (drip)
#columns:Word	WordFurigana	Reading	Meaning	PartOfSpeech	Type	Sentence1	Sentence1EN	Sentence2	Sentence2EN	Sentence3	Sentence3EN	Note	Tags
#tags column:14
支える	支[ささ]える	ささえる	to support	v1 transitive	verb	家族[かぞく]を 支[ささ]えるために 働[はたら]いている。	I work to support my family.	倒[たお]れそうな 木[き]を 棒[ぼう]で 支[ささ]えた。	We propped up the tree that was about to fall with a pole.	多[おお]くの 人[ひと]に 支[ささ]えられて、ここまで 来[こ]られた。	Supported by many people, I have made it this far.	Physical and emotional support. Speech staple: 支えてくれた皆さん.	N3::day07 verb
助かる	助[たす]かる	たすかる	to be saved; to be a great help	v5 intransitive	verb	手伝[てつだ]ってくれて、 助[たす]かりました。	Thanks for helping — that was a big help.	乗客[じょうきゃく]は 全員[ぜんいん] 助[たす]かった。	All the passengers were saved.	家賃[やちん]が 安[やす]いと 助[たす]かる。	Cheap rent really helps.	助かります = softened thank-you in business. Pair: 助ける (vt, N4).	N3::day07 verb
防ぐ	防[ふせ]ぐ	ふせぐ	to prevent; to protect against	v5 transitive	verb	手洗[てあら]いで 病気[びょうき]を 防[ふせ]ぐことができる。	You can prevent illness by washing your hands.	事故[じこ]を 防[ふせ]ぐために、スピードを 落[お]としてください。	To prevent accidents, please reduce speed.	カーテンで 寒[さむ]さを 防[ふせ]いだ。	We kept out the cold with curtains.	予防 = prevention (medical). 防犯 = crime prevention.	N3::day07 verb
避ける	避[さ]ける	さける	to avoid	v1 transitive	verb	ラッシュアワーを 避[さ]けて 出[で]かけた。	I went out avoiding rush hour.	彼[かれ]は 最近[さいきん]、 私[わたし]を 避[さ]けている 気[き]がする。	I feel like he has been avoiding me lately.	危険[きけん]な 場所[ばしょ]は 避[さ]けた 方[ほう]がいい。	It is better to avoid dangerous places.	〜を避けるため often in notices. 避難 (ひなん) = evacuation, same kanji.	N3::day07 verb
追う	追[お]う	おう	to chase; to pursue	v5 transitive	verb	警察[けいさつ]が 犯人[はんにん]を 追[お]っている。	The police are pursuing the culprit.	流行[りゅうこう]を 追[お]うのに 疲[つか]れた。	I am tired of chasing trends.	毎日[まいにち]、 仕事[しごと]に 追[お]われている。	Every day I am swamped with work.	追われる (passive) = be pressed by. 追いつく = catch up; 追い越す = overtake.	N3::day07 verb
落ち着く	落[お]ち 着[つ]く	おちつく	to calm down; to settle down	v5 intransitive	verb	深呼吸[しんこきゅう]をして、 気持[きも]ちを 落[お]ち 着[つ]かせた。	I took a deep breath and calmed myself down.	この 喫茶店[きっさてん]は 落[お]ち 着[つ]いた 雰囲気[ふんいき]だ。	This cafe has a calm atmosphere.	新[あたら]しい 生活[せいかつ]にやっと 落[お]ち 着[つ]いてきた。	I have finally settled into my new life.	落ち着いて！ = Calm down! 落ち着いた色 = subdued colour.	N3::day07 verb
慌てる	慌[あわ]てる	あわてる	to panic; to be flustered	v1 intransitive	verb	地震[じしん]のときは、 慌[あわ]てないで 行動[こうどう]しましょう。	In an earthquake, act without panicking.	時間[じかん]に 遅[おく]れそうで、 慌[あわ]てて 家[いえ]を 出[で]た。	About to be late, I rushed out of the house.	そんなに 慌[あわ]てなくても 大丈夫[だいじょうぶ]ですよ。	You do not need to be in such a rush.	慌てて = in a fluster. Opposite: 落ち着く.	N3::day07 verb
貯める	貯[た]める	ためる	to save up (money, points)	v1 transitive	verb	車[くるま]を 買[か]うために、お 金[かね]を 貯[た]めている。	I am saving money to buy a car.	ポイントを 貯[た]めると、 割引[わりびき]が 受[う]けられる。	If you collect points, you can get discounts.	百万円[ひゃくまんえん] 貯[た]めるのに 二年[にねん]かかった。	It took two years to save one million yen.	貯める (vt) ↔ 貯まる/溜まる (vi). Related noun: 貯金.	N3::day07 verb
溜まる	溜[た]まる	たまる	to accumulate; to build up	v5 intransitive	verb	ストレスが 溜[た]まっている。	Stress has been building up.	やることが 溜[た]まって、 大変[たいへん]だ。	Things to do have piled up — it is rough.	洗濯物[せんたくもの]が 溜[た]まってしまった。	The laundry has piled up.	ストレスが溜まる is the collocation. Money sense usually written 貯まる.	N3::day07 verb
稼ぐ	稼[かせ]ぐ	かせぐ	to earn	v5 transitive	verb	アルバイトで 学費[がくひ]を 稼[かせ]いでいる。	I am earning my tuition through a part-time job.	彼[かれ]は 若[わか]いうちにたくさん 稼[かせ]ぎたいと 言[い]っている。	He says he wants to earn a lot while he is young.	時間[じかん]を 稼[かせ]ぐために、 質問[しつもん]を 続[つづ]けた。	I kept asking questions to buy time.	時間を稼ぐ = buy time. もうける = make a profit (business nuance).	N3::day07 verb
片付ける	片付[かたづ]ける	かたづける	to tidy up; to put away; to finish off	v1 transitive	verb	部屋[へや]を 片付[かたづ]けてから 出[で]かけよう。	Let us tidy the room before going out.	机[つくえ]の 上[うえ]の 書類[しょるい]を 片付[かたづ]けた。	I cleared away the documents on the desk.	先[さき]にこの 仕事[しごと]を 片付[かたづ]けてしまいたい。	I want to knock out this job first.	Rooms and tasks both. 片付く (vi) = get tidied. 整理する = organize (formal).	N3::day07 verb
汚れる	汚[よご]れる	よごれる	to get dirty	v1 intransitive	verb	白[しろ]いシャツはすぐ 汚[よご]れる。	White shirts get dirty quickly.	靴[くつ]が 泥[どろ]で 汚[よご]れてしまった。	My shoes got dirty with mud.	汚[よご]れた 手[て]で 食[た]べ 物[もの]に 触[さわ]らないで。	Do not touch food with dirty hands.	汚れる (vi) ↔ 汚す (vt). 汚い (きたない) = dirty (adjective).	N3::day07 verb
触れる	触[ふ]れる	ふれる	to touch; to touch on (a topic)	v1 intransitive	verb	展示品[てんじひん]に 触[ふ]れないでください。	Please do not touch the exhibits.	スピーチで 彼[かれ]は 環境[かんきょう] 問題[もんだい]に 触[ふ]れた。	In his speech, he touched on environmental issues.	日本[にほん]の 文化[ぶんか]に 触[ふ]れる 機会[きかい]が 増[ふ]えた。	Opportunities to experience Japanese culture have increased.	触る (さわる) = physically touch (casual); 触れる = light touch / touch on / come into contact with.	N3::day07 verb
抱える	抱[かか]える	かかえる	to hold in one's arms; to have (problems, debt)	v1 transitive	verb	彼女[かのじょ]は 大[おお]きな 荷物[にもつ]を 抱[かか]えて 歩[ある]いていた。	She was walking holding a big load in her arms.	多[おお]くの 人[ひと]が 悩[なや]みを 抱[かか]えている。	Many people carry worries.	会社[かいしゃ]は 大[おお]きな 問題[もんだい]を 抱[かか]えている。	The company has a big problem on its hands.	Abstract use (問題を抱える) is the exam use. 頭を抱える = be at wits' end.	N3::day07 verb
破る	破[やぶ]る	やぶる	to tear; to break (promise, rule, record)	v5 transitive	verb	約束[やくそく]を 破[やぶ]ってはいけない。	You must not break promises.	弟[おとうと]が 大事[だいじ]な 手紙[てがみ]を 破[やぶ]ってしまった。	My little brother tore up an important letter.	彼[かれ]は 大会[たいかい]の 記録[きろく]を 破[やぶ]った。	He broke the tournament record.	Opposite of 守る (batch 1). 破れる (vi) = get torn.	N3::day07 verb
離れる	離[はな]れる	はなれる	to leave; to be separated; to be distant	v1 intransitive	verb	大学[だいがく] 入学[にゅうがく]のとき、 家族[かぞく]と 離[はな]れて 暮[く]らし 始[はじ]めた。	When I entered university, I began living apart from my family.	駅[えき]から 少[すこ]し 離[はな]れた 静[しず]かな 場所[ばしょ]に 住[す]んでいる。	I live in a quiet place a little away from the station.	仕事[しごと]のことが 頭[あたま]から 離[はな]れない。	I cannot get work off my mind.	離れる (vi) ↔ 離す (vt). 目を離す = take one's eyes off.	N3::day07 verb
移る	移[うつ]る	うつる	to move to; to transfer; to shift	v5 intransitive	verb	来月[らいげつ]、 新[あたら]しい 部署[ぶしょ]に 移[うつ]ります。	Next month I am moving to a new department.	話題[わだい]が 別[べつ]の 話[はなし]に 移[うつ]った。	The topic shifted to something else.	風邪[かぜ]が 家族[かぞく]に 移[うつ]ってしまった。	The cold spread to my family.	Also = a cold being passed on. 引っ越す = move house (everyday). 移す (vt).	N3::day07 verb
預ける	預[あず]ける	あずける	to deposit; to leave in someone's care	v1 transitive	verb	銀行[ぎんこう]にお 金[かね]を 預[あず]けている。	I keep my money in the bank.	子[こ]どもを 保育園[ほいくえん]に 預[あず]けて 働[はたら]いている。	I leave my child at daycare and work.	ホテルのフロントに 荷物[にもつ]を 預[あず]けた。	I left my luggage at the hotel front desk.	Pair: 預ける (give into care) ↔ 預かる (take into care). Both exam regulars.	N3::day07 verb
預かる	預[あず]かる	あずかる	to look after; to keep (for someone)	v5 transitive	verb	友達[ともだち]の 犬[いぬ]を 一週間[いっしゅうかん] 預[あず]かることになった。	I ended up looking after my friend's dog for a week.	お 荷物[にもつ]をお 預[あず]かりします。	I will take your luggage. (service phrase)	隣[となり]の 家[いえ]の 鍵[かぎ]を 預[あず]かっている。	I am keeping the neighbor's key.	Direction matters: 預ける = hand over; 預かる = receive to look after. Shop phrase: 一万円お預かりします.	N3::day07 verb
過去	過去[かこ]	かこ	the past	noun	noun	過去[かこ]のことを 気[き]にしすぎない 方[ほう]がいい。	It is better not to worry too much about the past.	この 町[まち]は 過去[かこ] 十年[じゅうねん]で 大[おお]きく 変[か]わった。	This town has changed greatly in the past ten years.	過去[かこ]の 試験[しけん] 問題[もんだい]を 解[と]いてみよう。	Let us try solving past exam questions.	過去問 (かこもん) = past exam papers — you will use this word a lot. Set: 過去・現在・未来.	N3::day08 noun
当時	当時[とうじ]	とうじ	at that time; in those days	noun / adverb	noun	当時[とうじ]、 私[わたし]はまだ 学生[がくせい]だった。	At that time, I was still a student.	当時[とうじ]の 写真[しゃしん]を 見[み]ると 懐[なつ]かしい。	Looking at photos from those days makes me nostalgic.	事故[じこ] 当時[とうじ]の 状況[じょうきょう]を 説明[せつめい]した。	I explained the situation at the time of the accident.	Points to a past time already mentioned. その時 is the plain version.	N3::day08 noun
